28760,100
20262,88
28766,84
28776,77
20260,44
28762,41
28756,11
28758,7
28764,2
28772,1
8054,1322
2662,477
2681,116
2682,19
28770,18
5121,1823
5124,304
7912,156
28832,146
5123,387
28784,255
1843,128
28778,88
20270,75
28782,12
28788,7
28792,2
28786,1
28780,197
4079,287
4879,53
28836,275
28812,437
28810,1
28816,195
28820,115
28818,5
4075,137
2658,133
1808,58
2144,38
1809,95
20268,179
28798,26
28804,6
28796,3
28800,1
28802,63
28828,91
4074,17
28824,2
28826,19
8048,43
8049,15
23810,1105
23808,295
1889,306
1890,235
5449,99
23812,62
1887,1411
1888,708
1886,171
1928,46
2145,21
23814,98
23816,72
1927,207
1919,501
1918,300
1920,71
2271,39
1893,920
1894,204
1895,165
1896,85
5313,82
1897,33
24072,7
8123,249
24062,410
24066,41
2105,459
2107,199
2850,191
2106,190
2111,155
2109,48
2110,206
1885,2569
1892,1746
2024,1453
4875,1035
2023,430
8728,241
1939,231
2022,213
2044,105
2108,101
1942,89
1932,86
23822,78
23824,59
2315,46
7239,45
8082,44
2026,41
2025,35
23820,34
23826,30
23818,27
5363,7
2040,207
4747,90
2042,49
2041,30
2043,6
1931,667
24040,97
24048,61
24050,37
24054,22
26486,14
2037,80
2036,63
2035,54
4746,28
23828,5
2004,548
5134,510
6818,311
8084,197
2003,138
2008,125
2006,101
2002,62
2007,50
2005,34
24076,814
26492,581
26490,143
26494,47
26488,707
24088,131
24084,58
24090,630
2039,225
11860,170
13224,102
2161,57
2038,241
2001,2885
5010,1506
6510,839
2009,809
5614,398
1993,351
4876,182
1997,86
5585,33
5976,32
5977,23
1994,240
1996,71
1995,32
2010,388
1999,38
11530,34
1998,10
8083,3
2000,2
27230,5821
27234,1078
27232,797
27224,607
27238,470
27228,464
27236,212
27226,186
27222,117
27220,1
27240,22705
27208,2750
23776,1974
4613,1100
23768,617
23764,361
23774,310
23758,302
23772,95
23770,94
4614,18
23762,16
23760,5
23766,16333
23756,1069
23730,756
23732,293
23754,219
23752,177
23740,130
23746,129
23734,91
27198,91
23738,90
27200,77
23744,66
23750,59
23736,31
27204,8
23742,5152
23722,1524
23720,132
23724,16
27210,878
27214,291
27212,201
11222,33027
3710,23975
23728,8488
23806,2811
2784,1718
11562,1415
23802,897
2140,869
1980,818
7713,783
2363,640
23800,624
23778,132
23804,28
23726,7
6511,1075
23780,53
23798,40
23794,20
23796,10
23782,5
23792,2
23784,1
23790,1
23590,2210
23584,1045
23578,736
23576,556
23586,503
12594,493
23588,488
23572,482
23582,362
23574,245
12590,211
23594,84
23596,64
23580,17
23592,10885
23612,754
23616,698
23614,262
23618,109
23620,66
23604,1888
2951,941
23630,318
23622,257
23628,222
23600,203
23602,191
23634,44
23540,20
23626,20
23632,12
23882,5
23624,1408
4381,789
23658,757
4380,394
23660,92
23656,36
12592,813
12598,520
23642,265
23650,131
23640,124
23644,63
23646,46
23652,13
23648,2
23638,533
23676,130
23674,42
23666,172
23664,79
23672,42
23670,13
23668,87
23706,96
23704,4
23702,8585
23682,920
23680,837
12986,8686
2760,5623
1978,1758
2266,1140
2805,718
1979,710
2264,638
4452,612
2759,483
2327,433
12980,411
2806,367
11856,322
4451,251
12984,228
2948,228
3176,222
2392,181
23708,171
23710,161
23544,159
23714,157
23542,129
23718,121
12982,99
23712,92
3175,72
23716,66
2265,55
23696,877
23694,258
2764,1239
23684,442
23686,266
2760,5622
23692,219
23688,170
23690,11
23700,188
23698,175
23524,94
23546,65
23348,2363
23350,8776
23364,3214
23362,600
23360,592
23366,177
27112,137
23370,89
23368,53
23372,35
8325,6076
23354,227
23358,85
23356,61
8315,1220
23380,365
23378,226
23390,154
23384,122
23388,105
23386,47
23382,46
27114,15
23376,486
6724,10974
23352,1591
6723,1575
23392,655
23374,336
23402,222
23394,142
1962,5
8314,542
23400,69
23396,41
23398,32
5434,1
23200,2145
23228,820
23226,588
2513,291
11806,255
3215,158
23224,157
23210,151
23220,144
23212,141
27154,139
23204,75
23222,60
6416,55
27152,51
11814,47
11810,40
5457,40
23218,35
23202,34
23206,25
23214,23
23216,23
23208,8
2514,2675
27160,135
27156,79
27158,20
9052,523
11812,518
6948,429
2224,405
23132,255
23134,245
23130,141
27134,62
23136,38
2225,1178
2225,1177
5459,816
2136,543
11804,107
23124,83
23126,78
5193,22
1984,942
3515,804
5454,195
23168,112
23164,69
23162,41
23166,14
23156,924
3216,381
23142,233
2511,215
4342,155
23138,149
23154,95
23152,68
23148,53
23146,29
23144,26
27136,17
23150,16
23140,550
23170,377
23172,279
27146,198
27142,58
27148,41
27144,16
23174,589
23178,145
23180,75
23182,29
2849,17
23184,6
23186,1004
23190,115
27150,113
23192,47
23194,43
23196,12
23198,156
27256,152
27258,52
1986,8199
23128,3794
23122,2591
5433,2158
8319,2067
6305,1560
11808,1278
23188,486
2512,396
3213,235
23128,3795
1934,79
27182,956
27180,940
27166,1528
27168,114
27164,74
5450,4318
3878,1912
23414,1735
3879,927
5995,726
8316,390
11858,342
23446,328
23434,241
27176,228
8317,174
23422,116
23418,106
8318,84
23440,64
23444,39
12988,26
23420,11
23442,1
23416,1102
23406,337
23404,333
23408,33
23410,18
23412,5
27170,250
27172,137
23438,124
23436,118
23426,36
23424,30
23430,21
23432,20
23428,9
6965,212
13172,203
23318,199
6966,83
23320,56
6967,49
23316,7
6964,2442
23280,205
4379,115
1936,1126
23336,331
23338,174
23334,165
23340,578
23284,102
23282,1042
23298,100
23296,95
23302,91
23300,84
23294,54
23292,748
23342,292
23344,732
23288,217
23286,115
23290,70
23306,92
23308,86
23310,70
23312,43
23314,34
3177,3251
6963,1660
3180,1372
3991,1284
3990,1223
3178,1167
3179,1103
2014,454
23304,325
23322,202
3989,124
23332,100
23328,47
23326,24
23330,16
23324,15
8321,214
27128,669
23276,413
23272,379
23270,310
23268,239
23274,210
27130,183
23278,40
23266,1036
27126,490
27124,330
27120,318
27122,732
27122,731
23264,3480
23258,1949
2339,1155
3877,1037
2685,905
23254,540
2234,403
6812,228
23834,173
2241,169
2338,149
2236,43
23260,42
27118,36
23256,33
23838,29
23262,25
23836,18
23832,17
2240,2
23258,1948
2339,1154
2337,1058
2236,44
23248,627
23250,155
27116,87
23252,36
2337,1057
23232,2913
2488,1148
23236,972
2016,932
2019,488
2018,418
23246,351
23244,236
23240,233
23230,192
2017,174
23242,143
23234,113
2020,2
23238,1377
23100,879
23110,740
27242,271
23084,230
23086,229
23088,217
23102,148
27252,129
23104,128
23106,127
23098,78
23090,65
27254,57
23108,50
27248,45
23092,29
27244,25
23094,20
27246,4
27250,4
23112,774
23082,641
23060,355
23072,319
23064,205
23056,150
23062,126
23058,109
23080,101
27132,98
23074,54
23076,42
23066,35
23070,22
23068,19
23078,627
23456,363
23466,140
23508,125
23464,116
23506,114
10076,89
10074,63
23448,62
23468,49
23498,36
23510,26
23462,22
23470,20
23460,9
23504,6
23512,4
23458,3
23514,2
23454,1
18408,167
23480,9
23476,7
23478,7
23484,6
23474,4
23492,1
18886,702
18858,211
18890,176
22462,125
18888,121
18862,70
18856,45
18868,30
18860,27
18894,22
19126,19
18864,8
18866,4
18892,2
18854,239
18884,27
18870,3
18906,14
18902,6
18904,2
23030,547
2235,249
2237,179
23026,179
23024,133
2238,126
23020,51
23022,326
23052,542
23050,329
23048,299
2154,464
27224,606
11222,33026
11562,1414
2363,638
27210,877
6511,1074
23604,1889
23570,18340
23598,5528
23654,2860
23636,1695
23662,393
2760,5621
1978,1757
23542,128
2514,2677
27154,140
23204,76
1986,8204
23128,3798
8319,2068
6305,1567
23040,186
23032,144
23036,69
23034,41
23038,2
23042,222
23678,220
23128,3793
8316,391
1973,77492
2150,29060
1974,27328
8313,27277
1951,26380
2223,12997
1954,12160
1966,12013
2015,10372
5848,4250
23054,2903
10068,1888
18852,1800
23018,1792
23046,1712
23044,674
11854,640
23004,554
23012,491
20492,465
23008,264
23010,220
23006,69
2153,281
23014,125
23016,84
2021,1176
23680,836
2225,1180
6948,430
23134,246
23154,96
23174,592
23170,378
23172,281
27148,42
27170,251
3180,1374
23340,580
27120,319
23258,1950
4420,1292
8294,383
8292,182
10223,74
8293,23
6548,1859
11340,104
11341,46
11338,37
11339,19
11337,15
11257,13
11336,11
11342,271
8279,70
8280,69
8281,252
4393,3939
11256,517
4419,389
11304,230
11252,29
8402,407
5472,304
5458,292
5456,276
8407,246
5554,226
5552,154
5553,137
8405,12
5460,690
8399,230
5461,203
5463,164
5473,71
5557,70
5555,40
5462,38
5556,30
8333,1
8334,235
5452,2449
5453,1043
11255,215
18674,114
18676,1
11253,168
8274,1931
5478,664
4427,155
4423,1803
4441,178
4409,134
4406,61
8295,736
10237,542
4398,268
4395,572
4403,289
4405,153
4402,96
10231,30
4404,8
8239,525
4401,64
10238,308
18724,6
18104,1
18732,1
4407,103
8282,1074
5477,248
8284,136
8286,59
8285,58
8283,719
8275,758
8278,234
8277,206
10222,62
41912,1
8276,692
4425,697
8273,581
4426,143
11343,66
5483,156
11344,31
11345,5
4394,1927
4386,1545
4399,1288
4387,1097
4400,452
4388,135
15076,1269
15166,455
15074,5311
5451,4987
22998,4629
15078,4367
4422,2236
4421,1939
24024,1577
11251,408
11660,217
11347,159
11346,136
5479,103
8240,1184
5258,1758
5255,925
5257,669
5943,416
5259,263
5256,223
10548,129
8520,25
8477,353
8480,229
8476,225
8481,97
8478,55
8479,2
8475,4407
8473,961
6488,55
6122,9
5260,855
5261,2225
5284,605
8484,408
5274,248
5262,160
5275,154
8485,83
8486,302
8487,276
8490,57
8488,32
8482,3880
8483,667
4608,823
4609,529
4606,1385
5279,662
5281,291
5277,206
8491,185
5276,174
5616,172
5278,121
4610,61
8492,37
8493,29
5285,25
5649,6
5280,898
8495,763
10601,3
8496,1606
5253,311
5602,262
5254,255
5252,1212
10550,116
10549,103
10552,23
10553,12
10551,4
3789,931
3788,800
3793,780
3787,525
3790,143
3792,36
4453,7
3170,1004
10510,1824
10509,510
10512,229
10511,80
10515,1165
10516,662
10514,185
10513,75
10529,335
3212,258
8472,239
3211,169
10530,111
10526,66
10535,54
10527,46
8471,45
10528,30
10534,15
10532,7
10533,5
10517,512
10520,327
10522,190
10521,73
10518,72
10519,34
10543,677
10541,72
10540,7
10542,1
2848,4542
1948,3633
1938,2686
4493,2165
4594,1391
4506,1221
4504,759
10445,395
4500,371
4601,338
10538,252
10523,209
8469,192
10536,101
4604,78
10537,48
10539,1
4505,686
10524,289
10525,82
10546,109
10547,96
10545,87
10544,27
10506,156
10507,34
10508,2
10420,527
10421,116
10422,17
2557,690
2558,333
2565,304
2560,233
2580,233
8461,168
2564,154
6567,152
8462,91
10449,62
2561,553
10430,82
10432,55
2563,36
2562,34
10434,5
10433,3
10435,2
10436,2
10428,88
10429,65
10440,49
10438,16
10437,10
10442,3
10439,2
10441,2
10477,687
10478,275
10476,134
10481,89
10480,79
10482,48
10479,11
10471,184
10468,161
10475,65
10470,44
10472,28
10474,25
10469,14
10473,13
2588,1328
2586,540
2592,31
2590,127
10455,163
10453,144
10457,78
10454,67
10460,48
10458,31
10459,21
10456,2
2574,558
2569,334
2570,226
2577,176
2568,89
6576,80
2582,69
2575,526
2571,108
10450,52
2572,36
10451,26
10452,10
2573,9
10462,84
10461,53
10463,20
10464,14
10466,57
10467,26
10495,261
10497,75
10498,12
10496,10
10499,4
2594,358
2596,140
2595,79
10500,92
10501,23
10503,18
10502,5
10504,68
10505,13
10487,94
10490,42
10489,24
10488,23
10485,74
10484,68
10486,16
8468,184
8464,158
8465,77
8467,13
8466,124
3801,116
6578,65
2579,62
8470,16
10483,8
2583,1
2578,128
2602,614
2603,27
2601,661
2600,1323
10423,251
2606,82
10419,81
6570,69
2609,31
6572,26
10424,9
10448,3
6571,128
10569,224
10567,145
10568,131
10565,24
10566,19
2644,365
2652,85
10555,51
10554,228
8497,53
10558,14
10557,5
8498,59
10562,27
10564,15
10563,14
10561,12
10560,8
6581,914
6580,373
2656,131
2654,83
10559,79
10556,27
2553,700
2555,284
2554,95
10415,90
10417,69
10414,29
2552,475
6124,6
6579,155
5189,6288
5190,4556
5192,4272
5191,2372
5188,2035
2556,2862
2585,2355
2567,2350
2593,723
2584,570
2576,385
11603,19481
5250,19265
11601,9268
8339,2043
2640,1802
2551,1720
10416,173
10570,17
10571,17
10418,432
11633,878
11627,265
11629,239
11635,155
11631,99
11637,40
11619,308
11617,106
11621,51
11623,41
11625,26
1583,1687
11605,530
8206,404
5905,270
11641,136
11639,134
8210,372
8207,180
11711,154
8209,119
11709,71
11713,12
11715,11
8208,2071
11667,461
11665,56
11669,797
11695,282
11693,112
11691,108
11697,621
11675,440
11671,31
11677,26
11673,494
11659,78
11657,36
11663,22
11661,690
11647,313
11649,222
11653,141
11651,75
11655,74
11645,825
11681,244
11679,89
8306,60
11685,29
11687,14
11683,248
5325,274
11643,61
11232,3172
1601,3118
3420,1412
3421,1240
3425,1041
3422,954
2347,950
3426,733
11727,700
3424,454
5872,288
3423,232
17174,200
11699,170
11689,57
11721,184
11719,117
11723,50
11717,34
17170,561
11725,33
11703,77
11705,64
11707,16
11701,12
1596,275
1597,238
11767,153
11769,6
11763,173
11761,30
11775,132
11777,13
11765,672
11759,205
1640,151
2346,119
1600,74
8188,51
1604,127
8194,236
8198,215
8197,197
5865,158
8196,90
5864,10
8193,711
8192,358
1612,226
17184,162
11799,63
1614,39
1611,33
11797,26
11795,5
1609,644
45830,1
11783,163
11781,77
1607,246
1641,197
1608,179
8189,178
8190,77
11779,13
8191,9
1605,234
11791,141
11793,31
1622,213
8199,155
8202,61
8204,42
11803,28
8200,19
8201,1
11807,75
11809,53
11805,45
11811,38
11801,73
8203,63
8205,229
1585,1734
1589,1621
1587,1554
1586,1130
1590,759
1588,161
11813,61
1602,399
2348,99
13878,59
11729,18
1598,1378
8216,199
4413,164
11731,29
8217,427
17162,191
11745,153
11747,91
8220,231
8221,60
8212,1984
1610,854
8308,810
1617,440
1619,362
5900,254
1615,225
3449,156
11757,87
11733,76
11755,71
11753,65
8218,19
8309,278
11741,125
11739,21
17160,15
11743,9
17460,45
10225,18
10220,14
10218,7
11735,49
11737,27
11749,9
11751,9
11869,454
11859,425
11873,374
11879,328
11875,264
11861,238
11881,219
11871,147
11877,110
11865,88
11867,68
11863,65
11857,484
11883,203
11889,108
11887,82
11885,282
11849,90
11847,81
11851,67
11855,38
11853,28
11845,203
11901,43
11893,40
11899,37
11895,8
11897,105
1616,452
8223,425
1613,1290
11817,196
11825,102
11819,58
17176,37
17178,33
11823,16
17182,7
11821,251
11827,169
11829,54
17180,31
8222,2163
7065,771
7064,382
1620,260
7061,77
11815,49
11831,38
1623,250
11835,315
1627,135
1628,80
10228,68
11837,24
11833,477
1627,134
11566,123
11570,81
11564,61
11568,32
8300,296
4408,32
8305,295
8302,217
6536,28
8303,25
1989,459
1625,1218
8176,771
1634,769
1752,299
1626,101
1633,54
2162,1
17186,270
11841,1
8168,194
11905,109
11911,67
11915,37
11907,8
11909,2
8172,720
11903,566
2340,476
8170,297
11923,196
8171,91
11931,71
11925,70
24724,69
11929,30
11921,9
2342,479
11917,245
11919,37
5897,80
5875,1805
8602,1886
8225,428
8224,109
11868,198
2334,272
11941,234
11943,129
11935,307
11933,178
8167,854
8166,683
8164,512
8165,69
11939,50
11937,98
1630,928
1631,123
29724,474
1636,976
1637,472
13044,380
11599,148
5895,149
5887,104
5891,97
5881,84
5888,83
5879,73
5893,71
5885,66
5884,63
5878,60
5894,30
5892,105
8227,226
8226,63
8229,14
8228,73
933,12998
935,3243
934,3089
27584,6859
27582,4579
27580,2041
5346,95
5347,6
938,1429
1701,1073
939,929
27602,536
1716,440
8385,152
5406,1645
5407,948
1698,19331
941,13574
27600,4559
5404,2593
1702,2171
8348,1654
27586,1202
10385,778
27592,77
10387,48
936,2557
27596,940
27598,558
27594,147
27588,1073
27590,129
1510,3139
1509,3133
6179,1012
27574,771
8345,719
8344,398
4553,2
8346,3460
27578,762
27576,384
8346,3459
8355,2735
4550,1728
4674,1139
1192,907
4551,736
27604,708
981,705
8357,484
1008,243
27606,41
984,3127
5401,2089
5402,1296
5403,1141
10386,953
5387,683
15118,669
5400,458
8368,299
8361,3806
8361,3805
5390,27846
15230,8283
15226,524
15234,12
952,6925
15228,1915
15224,67
15918,224
15958,97
15938,6
27528,36697
27530,8906
27532,327
27534,6
27536,26
8514,4199
8515,1165
8516,91
8511,3419
8512,1437
8513,402
8372,255
8373,70
27544,144
27546,51
977,5456
1778,5269
27542,325
11375,196
8384,4196
5394,2899
5410,2039
8382,1261
978,7098
1017,3300
11843,142
11839,90
1017,3301
11374,369
1685,146
5333,21
10378,8
923,1659
920,1586
5409,744
922,702
921,369
10379,3560
10380,1478
10381,16
10382,732
27554,315
27552,31
917,14448
27562,5060
918,5046
925,2852
4546,1078
27558,22
27560,16
27556,60
5340,3574
5342,2489
4673,1806
5341,1151
27572,1120
8338,660
8337,434
1581,3652
10384,1785
10383,705
968,2792
8341,1141
5343,749
1706,602
1707,586
8342,309
8343,56
959,2932
16004,176
2269,2134
961,6
4559,3264
4561,2813
4560,2122
8352,63
4558,11080
27610,2509
8351,384
6522,11752
5337,677
958,2402
27614,609
6523,379
8388,263
8391,249
7566,1137
6525,629
6524,451
6521,1292
8390,296
7565,30
27620,183
8389,77
27618,36
7564,764
24276,1941
24292,147
24286,123
24272,120
24288,105
3242,93
24280,85
24274,43
24282,41
24290,17
24284,14
24278,159
24174,533
30964,160
24184,55
24182,34
24176,29
24188,29
24190,20
24186,4
24180,302
24196,829
24198,445
24214,68
44464,33
24204,28
24202,19
24206,18
24212,15
24200,729
24318,700
8456,258
24316,182
8451,126
24310,114
8459,103
24312,94
8458,81
24314,81
39752,30
24308,20
12218,344
24238,1163
44462,30
24244,22
24254,18
24248,8
24246,7
24256,1
24240,676
24126,246
24124,124
24122,678
24108,39
24106,27
24104,301
24100,62
24092,44
24094,44
24096,21
24098,20
24102,116
24110,134
24082,35
24078,5
24086,4
24028,3
24030,3
24032,1
24046,1
24074,1188
24068,379
24064,307
8437,134
24058,51
24052,44
8445,7
24036,1
24060,1
24150,140
24148,65
24146,31
24144,173
24154,105
24162,100
24158,59
24156,42
24160,8
24142,409
24170,345
3323,314
24164,145
24166,117
24132,95
24152,94
24130,93
24168,49
24136,43
24134,20
24140,12
24138,172
24296,549
24304,200
24302,183
24300,119
24298,328
2981,762
8444,39
8443,25
2980,176
23916,22
24320,364
24322,101
24326,77
24324,376
24332,19
24334,10
24336,5
24330,31
2157,953
24328,65
8448,31
8450,2
8449,4
24218,410
24222,24
24234,4
24224,3
24228,2
24220,1
32874,99
23948,100
23956,7
23952,6
23966,6
23972,4
23954,3
23970,3
23958,1
23968,1
23950,7
23902,28
23900,24
23904,2
23898,201
23888,29
23896,17
23884,16
23892,14
23886,8
23890,66
24266,15
24262,6
24268,3
24264,1
24260,13
10806,112
24338,48
10807,46
10804,33
10805,15
24340,5
10809,3
10808,84
45556,2431
24364,615
24354,613
24360,413
45554,152
45550,68
45570,58
24342,45
45548,20
45552,19
45568,1290
45564,666
45560,548
45562,156
45566,54
45546,4434
45558,2714
24366,49
24368,59
23114,340
6068,200
45470,185
11988,105
45468,76
45472,76
6064,75
45474,55
6065,9
6069,3058
45596,570
45588,458
46206,385
6062,230
45604,164
45602,154
45598,85
45600,25
24358,906
45592,160
46208,149
45594,112
45590,37
45578,129
45586,75
45580,20
45582,4
45584,2
45576,393
24352,364
24348,268
45572,187
24356,84
24346,53
24350,34
45574,30
24344,548
46188,574
46190,568
46186,365
46192,30
11908,1556
11912,81
11910,97
45494,310
45488,269
45480,111
45478,94
45490,55
45486,18
45492,13
45484,603
45538,39
45534,34
45528,26
45532,12
45530,56
45500,238
45502,34
45508,17
45504,3
45520,69
45518,42
45516,34
45512,17
45514,2
6063,292
45510,164
6066,137
45526,26
6067,24
45524,22
11878,386
11882,99
11888,85
13100,9
37596,1
11884,114
37594,11
37592,3
24372,38
24376,17
24370,7
11902,121
11892,62
11914,18
11896,8
11900,4
11898,1
11894,18
11890,85
6073,36
6072,33
6071,59
6045,8335
6061,4205
24362,3007
6052,1986
11906,1734
45476,1473
11904,697
45498,456
45522,209
17226,2
23118,2
17224,18
854,2832
855,2332
856,2156
3369,993
852,872
1754,818
1753,733
6040,729
10078,225
5936,131
3370,130
853,6024
855,2331
845,2313
842,942
664,763
7358,486
1521,479
840,432
843,422
6750,321
5245,270
446,237
5244,164
665,149
8973,141
4933,112
10079,108
639,103
444,62
26902,45
1367,26
26904,16
844,2626
872,1262
716,734
871,6384
2259,294
2258,250
2257,196
2256,170
2255,208
2263,440
2261,242
2262,169
2249,2339
2248,2263
2250,1987
18372,117
9997,30
7971,768
888,483
893,461
4903,302
1856,3581
1526,1011
1524,690
1527,111
1881,1443
847,1315
848,1033
849,567
483,425
593,409
372,321
369,173
5246,150
4144,126
385,2359
886,492
867,433
9120,116
877,81
7671,76
9733,1031
3320,1442
3271,574
3272,205
6138,93
3270,90
883,1172
6993,263
865,582
863,267
4902,82
6989,32
393,17602
839,11436
870,8536
2320,7917
887,7201
846,7058
873,3922
1084,3586
2527,2442
875,1738
862,1263
880,1165
885,1085
879,860
897,636
857,618
881,504
868,311
2321,285
1468,174
876,164
882,122
9724,801
9725,304
861,1207
878,15
898,340
903,102
904,45
901,44
899,40
900,30
902,7
859,297
6992,144
858,88
860,7
9728,185
9727,111
4142,4
850,121
6994,49
6991,110
16660,104
16664,35
16662,16
874,13
7970,1
9723,50
9721,24
9722,20
864,78
1869,1032
1870,860
9216,763
1868,371
1874,349
1871,339
1873,296
1877,191
1875,167
1878,136
18376,87
11120,61
1879,59
11118,46
1876,37
11119,27
1872,1180
1912,2
1860,1306
3898,830
9601,733
1864,629
1861,478
3900,428
3897,337
3899,289
18378,167
3901,131
3486,105
7992,29
1863,3
18380,1073
3978,394
3980,177
3983,33
3984,16
3979,4
3982,2
1916,371
3985,56
1917,44
2470,3
9283,852
24868,373
9602,291
6401,247
9603,232
2456,137
24734,123
2376,101
3986,50
2450,2
1880,1814
2539,482
8934,399
4261,496
1909,638
5029,256
1908,156
18386,76
18394,41
18390,1167
18388,2
24876,274
24872,219
24874,20
11926,395
2375,145
2370,113
2369,10
4645,372
1925,87
1923,66
1922,22
9176,224
4734,127
4735,51
6105,11
18382,2
4314,197
4315,8
3893,2
4313,2
18406,134
18404,16
18400,9
18402,2
1858,6917
1862,6707
2365,4414
1899,4088
2538,1582
2368,1482
5674,792
1907,676
2333,659
2452,548
1910,447
3892,209
18398,161
8266,3
6614,2
6203,1
6222,1
2387,70
2388,2
2389,1
2377,4
2384,3
2378,1
2379,1
4736,55
6267,97
6266,13
6264,9
6265,8
6210,63
6236,6
2460,166
2463,43
2464,33
2522,23
2462,21
2461,13
2523,4
2525,1
4621,261
7567,10
8265,4082
6541,3733
18344,2825
4624,1807
18332,1325
18334,1291
18346,956
8264,883
6225,852
6215,654
25706,240
6246,212
6226,124
18330,114
18342,1851
6221,1
17752,725
280,338
9295,279
14808,70
14812,61
14838,630
14840,350
15460,90
15458,88
14832,87
14818,1265
9898,153
14820,87
15416,82
16150,12
11017,408
6,372
15480,317
11018,1467
9885,1233
11019,1121
11015,1102
11020,681
9896,626
14804,621
80,342
9897,338
11014,309
14810,42
14806,14
15710,247
14824,123
14822,114
14826,67
14830,34
15708,23
15456,15
14828,4
13858,275
14844,149
14842,128
14846,29
15676,17
14856,14
14848,11
14850,2
81,697
22726,168
15414,79
14928,45
14934,36
14930,16
24728,11
14932,5
15412,4
16158,1
11018,1466
14872,835
14870,501
14900,183
14896,174
15794,12
14892,10
9069,6
14886,4
15786,4
15790,3
15782,2
15792,2
14884,1
14890,1
9871,146
8782,136
8775,118
8778,93
8776,7
8777,1
15104,89
14918,42
8780,31
15802,16
8781,4
18830,1
11016,517
140,438
9422,407
139,348
14920,202
142,158
141,141
10996,70
10995,47
73,37
145,34
10997,24
14922,23
9864,8
110,4
8,543
777,1
56,71
43,48
20,44
15410,36
59,32
50,22
47,21
9882,4
78,35
76,14
44,10
70,4
692,2
69,1
77,1
13,394
249,86
9902,68
248,52
10999,16
9900,13
9899,11
10998,7
250,3
334,2
247,101
11022,95
24,71
11023,26
11025,17
158,8
11021,2
11024,99
201,48
202,33
15658,29
203,28
18368,25
15660,10
204,104
162,69
193,46
15714,26
15716,24
11026,2
11027,94
275,236
273,3
271,2
274,1
14924,11
24732,37
10,29
11031,18
11028,12
11032,8
11034,6
242,2
11035,38
8653,31
14652,30
14866,26
8654,1
14864,72
161,17
159,12
14858,11
14860,4
14862,1
163,41
112,12
626,10
101,8
625,6
126,6
18358,4
18360,3
97,2
18362,2
18366,2
5770,1
9423,13
209,12
9910,9
9911,7
211,7
178,6
210,14
14898,1479
8768,2
